,PMID,FIRSTNAME,LASTNAME,FULLNAME,NAME
1566,34362167,Eun Jung,Park,Eun Jung Park,Eun Park
1567,34362167,Ji Man,Hong,Ji Man Hong,Ji Hong
1568,34360769,Anastasia A,Shvetsova,Anastasia A Shvetsova,Anastasia Shvetsova
1569,34360769,Anna A,Borzykh,Anna A Borzykh,Anna Borzykh
1570,34360769,Ekaterina K,Selivanova,Ekaterina K Selivanova,Ekaterina Selivanova
1571,34360769,Oxana O,Kiryukhina,Oxana O Kiryukhina,Oxana Kiryukhina
1572,34360769,Dina K,Gaynullina,Dina K Gaynullina,Dina Gaynullina
1573,34360769,Olga S,Tarasova,Olga S Tarasova,Olga Tarasova
1574,34356472,Yan-Yuen,Poon,Yan-Yuen Poon,Yan-Yuen Poon
1575,34356472,Yueh-Wei,Liu,Yueh-Wei Liu,Yueh-Wei Liu
1576,34356472,Ya-Hui,Huang,Ya-Hui Huang,Ya-Hui Huang
1577,34356472,Samuel H H,Chan,Samuel H H Chan,Samuel Chan
1578,34356472,Ching-Yi,Tsai,Ching-Yi Tsai,Ching-Yi Tsai
1579,34307502,Rayyan,Hemetsberger,Rayyan Hemetsberger,Rayyan Hemetsberger
1580,34307502,Serdar,Farhan,Serdar Farhan,Serdar Farhan
1581,34307502,Dominika,Lukovic,Dominika Lukovic,Dominika Lukovic
1582,34307502,Katrin,Zlabinger,Katrin Zlabinger,Katrin Zlabinger
1583,34307502,Judit,Hajagos-Toth,Judit Hajagos-Toth,Judit Hajagos-Toth
1584,34307502,Judit,Bota,Judit Bota,Judit Bota
1585,34307502,Hector M,Garcia-Garcia,Hector M Garcia-Garcia,Hector Garcia-Garcia
1586,34307502,Cihan,Ay,Cihan Ay,Cihan Ay
1587,34307502,Eslam,Samaha,Eslam Samaha,Eslam Samaha
1588,34307502,Robert,Gaspar,Robert Gaspar,Robert Gaspar
1589,34307502,Rita,Garamvölgyi,Rita Garamvölgyi,Rita Garamvölgyi
1590,34307502,Kurt,Huber,Kurt Huber,Kurt Huber
1591,34307502,Mariann,Gyöngyösi,Mariann Gyöngyösi,Mariann Gyöngyösi
1592,34307502,Andreas,Spannbauer,Andreas Spannbauer,Andreas Spannbauer
1593,34301691,Christos,Karatzios,Christos Karatzios,Christos Karatzios
1594,34301691,Francois,Luthi,Francois Luthi,Francois Luthi
1595,34301691,Guillaume,Muff,Guillaume Muff,Guillaume Muff
1596,34301691,Charles,Benaim,Charles Benaim,Charles Benaim
1597,34278990,Rutger,Feenstra,Rutger Feenstra,Rutger Feenstra
1598,34278990,Andreas,Seitz,Andreas Seitz,Andreas Seitz
1599,34278990,Coen,Boerhout,Coen Boerhout,Coen Boerhout
1600,34278990,Laura,Bukkems,Laura Bukkems,Laura Bukkems
1601,34278990,Valérie Elise,Stegehuis,Valérie Elise Stegehuis,Valérie Stegehuis
1602,34278990,Patty,Teeuwisse,Patty Teeuwisse,Patty Teeuwisse
1603,34278990,Robbert J,de Winter,Robbert J de Winter,Robbert de Winter
1604,34278990,Udo,Sechtem,Udo Sechtem,Udo Sechtem
1605,34278990,Jan J,Piek,Jan J Piek,Jan Piek
1606,34278990,Tim,van der Hoef,Tim van der Hoef,Tim van der Hoef
1607,34278990,Peter,Ong,Peter Ong,Peter Ong
1608,34278990,Marcel A,Beijk,Marcel A Beijk,Marcel Beijk
1609,34262966,Rachel J,Dockry,Rachel J Dockry,Rachel Dockry
1610,34262966,Carmen L,Farrelly,Carmen L Farrelly,Carmen Farrelly
1611,34262966,Joanne,Mitchell,Joanne Mitchell,Joanne Mitchell
1612,34262966,Douglas R,Corfield,Douglas R Corfield,Douglas Corfield
1613,34262966,Jaclyn A,Smith,Jaclyn A Smith,Jaclyn Smith
1614,34262070,Ekaterina K,Selivanova,Ekaterina K Selivanova,Ekaterina Selivanova
1615,34262070,Anastasia A,Shvetsova,Anastasia A Shvetsova,Anastasia Shvetsova
1616,34262070,Lyubov D,Shilova,Lyubov D Shilova,Lyubov Shilova
1617,34262070,Olga S,Tarasova,Olga S Tarasova,Olga Tarasova
1618,34262070,Dina K,Gaynullina,Dina K Gaynullina,Dina Gaynullina
1619,34259010,Rocco A,Montone,Rocco A Montone,Rocco Montone
1620,34259010,Filippo Luca,Gurgoglione,Filippo Luca Gurgoglione,Filippo Gurgoglione
1621,34259010,Marco Giuseppe,Del Buono,Marco Giuseppe Del Buono,Marco Del Buono
1622,34259010,Riccardo,Rinaldi,Riccardo Rinaldi,Riccardo Rinaldi
1623,34259010,Maria Chiara,Meucci,Maria Chiara Meucci,Maria Meucci
1624,34259010,Giulia,Iannaccone,Giulia Iannaccone,Giulia Iannaccone
1625,34259010,Giulia,La Vecchia,Giulia La Vecchia,Giulia La Vecchia
1626,34259010,Massimiliano,Camilli,Massimiliano Camilli,Massimiliano Camilli
1627,34259010,Domenico,D'Amario,Domenico D'Amario,Domenico D'Amario
1628,34259010,Antonio Maria,Leone,Antonio Maria Leone,Antonio Leone
1629,34259010,Rocco,Vergallo,Rocco Vergallo,Rocco Vergallo
1630,34259010,Cristina,Aurigemma,Cristina Aurigemma,Cristina Aurigemma
1631,34259010,Antonino,Buffon,Antonino Buffon,Antonino Buffon
1632,34259010,Enrico,Romagnoli,Enrico Romagnoli,Enrico Romagnoli
1633,34259010,Francesco,Burzotta,Francesco Burzotta,Francesco Burzotta
1634,34259010,Carlo,Trani,Carlo Trani,Carlo Trani
1635,34259010,Filippo,Crea,Filippo Crea,Filippo Crea
1636,34259010,Giampaolo,Niccoli,Giampaolo Niccoli,Giampaolo Niccoli
1637,34240669,E,Berin,E Berin,E Berin
1638,34240669,M,Hammar,M Hammar,M Hammar
1639,34240669,H,Lindblom,H Lindblom,H Lindblom
1640,34240669,L,Lindh-Åstrand,L Lindh-Åstrand,L Lindh-Åstrand
1641,34240669,A-C,Spetz Holm,A-C Spetz Holm,A-C Spetz Holm
1642,33054019,Anaïs,Pesonen,Anaïs Pesonen,Anaïs Pesonen
1643,33054019,Nawfel,Ben-Hamouda,Nawfel Ben-Hamouda,Nawfel Ben-Hamouda
1644,33054019,Antoine,Schneider,Antoine Schneider,Antoine Schneider
1645,31889647,Pedro,Clarós,Pedro Clarós,Pedro Clarós
1646,31889647,Cristina,Blebea,Cristina Blebea,Cristina Blebea
1647,31889647,Maria Carmen,Pujol,Maria Carmen Pujol,Maria Pujol
1648,31889647,Astrid,Clarós-Pujol,Astrid Clarós-Pujol,Astrid Clarós-Pujol
1649,31889647,Andrés,Clarós,Andrés Clarós,Andrés Clarós
1650,34439440,Albino,Carrizzo,Albino Carrizzo,Albino Carrizzo
1651,34439440,Rosario,Lizio,Rosario Lizio,Rosario Lizio
1652,34439440,Paola,Di Pietro,Paola Di Pietro,Paola Di Pietro
1653,34439440,Michele,Ciccarelli,Michele Ciccarelli,Michele Ciccarelli
1654,34439440,Antonio,Damato,Antonio Damato,Antonio Damato
1655,34439440,Eleonora,Venturini,Eleonora Venturini,Eleonora Venturini
1656,34439440,Patrizia,Iannece,Patrizia Iannece,Patrizia Iannece
1657,34439440,Eduardo,Sommella,Eduardo Sommella,Eduardo Sommella
1658,34439440,Pietro,Campiglia,Pietro Campiglia,Pietro Campiglia
1659,34439440,Philipp,Ockermann,Philipp Ockermann,Philipp Ockermann
1660,34439440,Carmine,Vecchione,Carmine Vecchione,Carmine Vecchione
1661,34368259,Yuxiang,Dai,Yuxiang Dai,Yuxiang Dai
1662,34368259,Zhendong,Mei,Zhendong Mei,Zhendong Mei
1663,34368259,Shuning,Zhang,Shuning Zhang,Shuning Zhang
1664,34368259,Shalaimaiti,Shali,Shalaimaiti Shali,Shalaimaiti Shali
1665,34368259,Daoyuan,Ren,Daoyuan Ren,Daoyuan Ren
1666,34368259,Lili,Xu,Lili Xu,Lili Xu
1667,34368259,Wei,Gao,Wei Gao,Wei Gao
1668,34368259,Shufu,Chang,Shufu Chang,Shufu Chang
1669,34368259,Yan,Zheng,Yan Zheng,Yan Zheng
1670,34368259,Juying,Qian,Juying Qian,Juying Qian
1671,34368259,Kang,Yao,Kang Yao,Kang Yao
1672,34368259,Junbo,Ge,Junbo Ge,Junbo Ge
1673,34330326,Bethany,Sander,Bethany Sander,Bethany Sander
1674,34330326,Amira,Muftah,Amira Muftah,Amira Muftah
1675,34330326,Laurie,Sykes Tottenham,Laurie Sykes Tottenham,Laurie Sykes Tottenham
1676,34330326,Julia A,Grummisch,Julia A Grummisch,Julia Grummisch
1677,34330326,Jennifer L,Gordon,Jennifer L Gordon,Jennifer Gordon
1678,34313612,Marc,Blondon,Marc Blondon,Marc Blondon
1679,34313612,Andrew K,Timmons,Andrew K Timmons,Andrew Timmons
1680,34313612,Aaron J,Baraff,Aaron J Baraff,Aaron Baraff
1681,34313612,James S,Floyd,James S Floyd,James Floyd
1682,34313612,Laura B,Harrington,Laura B Harrington,Laura Harrington
1683,34313612,Anna M,Korpak,Anna M Korpak,Anna Korpak
1684,34313612,Nicholas L,Smith,Nicholas L Smith,Nicholas Smith
1687,34132099,Brittany N,Weber,Brittany N Weber,Brittany Weber
1688,34132099,Emma,Stevens,Emma Stevens,Emma Stevens
1689,34132099,Leanne,Barrett,Leanne Barrett,Leanne Barrett
1690,34132099,Camden,Bay,Camden Bay,Camden Bay
1691,34132099,Corine,Sinnette,Corine Sinnette,Corine Sinnette
1692,34132099,Jenifer M,Brown,Jenifer M Brown,Jenifer Brown
1693,34132099,Sanjay,Divakaran,Sanjay Divakaran,Sanjay Divakaran
1694,34132099,Courtney,Bibbo,Courtney Bibbo,Courtney Bibbo
1695,34132099,Jon,Hainer,Jon Hainer,Jon Hainer
1696,34132099,Sharmila,Dorbala,Sharmila Dorbala,Sharmila Dorbala
1697,34132099,Ron,Blankstein,Ron Blankstein,Ron Blankstein
1698,34132099,Katherine,Liao,Katherine Liao,Katherine Liao
1699,34132099,Elena,Massarotti,Elena Massarotti,Elena Massarotti
1700,34132099,Karen,Costenbader,Karen Costenbader,Karen Costenbader
1701,34132099,Marcelo F,Di Carli,Marcelo F Di Carli,Marcelo Di Carli
1702,34112537,Cristina,Chávez-Pérez,Cristina Chávez-Pérez,Cristina Chávez-Pérez
1703,34112537,Araceli,Ceballos-Ramírez,Araceli Ceballos-Ramírez,Araceli Ceballos-Ramírez
1704,34112537,Abel,Suárez-Castro,Abel Suárez-Castro,Abel Suárez-Castro
1705,34013755,Tsubasa,Tomoto,Tsubasa Tomoto,Tsubasa Tomoto
1706,34013755,Takashi,Tarumi,Takashi Tarumi,Takashi Tarumi
1707,34013755,Jason N,Chen,Jason N Chen,Jason Chen
1708,34013755,Linda S,Hynan,Linda S Hynan,Linda Hynan
1709,34013755,C Munro,Cullum,C Munro Cullum,C Cullum
1710,34013755,Rong,Zhang,Rong Zhang,Rong Zhang
1712,34220539,Yohei,Nomura,Yohei Nomura,Yohei Nomura
1713,34220539,Mitsunori,Nakano,Mitsunori Nakano,Mitsunori Nakano
1714,34220539,Hyun,Woo Sung,Hyun Woo Sung,Hyun Woo Sung
1715,34220539,Mingming,Han,Mingming Han,Mingming Han
1716,34220539,Deepesh,Pandey,Deepesh Pandey,Deepesh Pandey
1717,34183565,Juliana,Kaminski,Juliana Kaminski,Juliana Kaminski
1718,34183565,Cleo Mesa,Junior,Cleo Mesa Junior,Cleo Junior
1719,34183565,Helena,Pavesi,Helena Pavesi,Helena Pavesi
1720,34183565,Beatriz,Drobrzenski,Beatriz Drobrzenski,Beatriz Drobrzenski
1721,34183565,Gisah M do,Amaral,Gisah M do Amaral,Gisah Amaral
1722,34126910,Basant K,Puri,Basant K Puri,Basant Puri
1723,34126910,Gary S,Lee,Gary S Lee,Gary Lee
1724,34061278,Basant K,Puri,Basant K Puri,Basant Puri
1725,34061278,Gary S,Lee,Gary S Lee,Gary Lee
1727,33836486,Yu-Shian,Cheng,Yu-Shian Cheng,Yu-Shian Cheng
1728,33836486,Ping-Tao,Tseng,Ping-Tao Tseng,Ping-Tao Tseng
1729,33836486,Ming-Kung,Wu,Ming-Kung Wu,Ming-Kung Wu
1730,33836486,Yu-Kang,Tu,Yu-Kang Tu,Yu-Kang Tu
1731,33836486,Yi-Cheng,Wu,Yi-Cheng Wu,Yi-Cheng Wu
1732,33836486,Dian-Jeng,Li,Dian-Jeng Li,Dian-Jeng Li
1733,33836486,Tien-Yu,Chen,Tien-Yu Chen,Tien-Yu Chen
1734,33836486,Kuan-Pin,Su,Kuan-Pin Su,Kuan-Pin Su
1735,33836486,Brendon,Stubbs,Brendon Stubbs,Brendon Stubbs
1736,33836486,Andre F,Carvalho,Andre F Carvalho,Andre Carvalho
1737,33836486,Pao-Yen,Lin,Pao-Yen Lin,Pao-Yen Lin
1738,33836486,Yutaka J,Matsuoka,Yutaka J Matsuoka,Yutaka Matsuoka
1739,33836486,Yen-Wen,Chen,Yen-Wen Chen,Yen-Wen Chen
1740,33836486,Cheuk-Kwan,Sun,Cheuk-Kwan Sun,Cheuk-Kwan Sun
1741,33836486,Yow-Ling,Shiue,Yow-Ling Shiue,Yow-Ling Shiue
1742,33198561,Adekemi Eunice,Olowokere,Adekemi Eunice Olowokere,Adekemi Olowokere
1743,33198561,Titilayo Olubunmi,Tope-Ajayi,Titilayo Olubunmi Tope-Ajayi,Titilayo Tope-Ajayi
1744,33198561,Abiola Olubusola,Komolafe,Abiola Olubusola Komolafe,Abiola Komolafe
1745,33198561,Aanuoluwapo Omobolanle,Olajubu,Aanuoluwapo Omobolanle Olajubu,Aanuoluwapo Olajubu
1746,33174466,Y I,Cortés,Y I Cortés,Y Cortés
1747,33174466,V,Marginean,V Marginean,V Marginean
1748,33174466,D,Berry,D Berry,D Berry
1749,33027594,Camille,Cronin,Camille Cronin,Camille Cronin
1750,33027594,Catherine,Hungerford,Catherine Hungerford,Catherine Hungerford
1751,33027594,Rhonda Lynne,Wilson,Rhonda Lynne Wilson,Rhonda Wilson
1752,34295957,Michael,Fialkow,Michael Fialkow,Michael Fialkow
1753,34295957,Neko,Castleberry,Neko Castleberry,Neko Castleberry
1754,34295957,Jason D,Wright,Jason D Wright,Jason Wright
1755,34295957,Jay,Schulkin,Jay Schulkin,Jay Schulkin
1756,34295957,Vrunda B,Desai,Vrunda B Desai,Vrunda Desai
1757,34234599,Francesco,Janes,Francesco Janes,Francesco Janes
1758,34234599,Simone,Lorenzut,Simone Lorenzut,Simone Lorenzut
1759,34234599,Francesca,Bevilacqua,Francesca Bevilacqua,Francesca Bevilacqua
1760,34234599,Stefano,de Biase,Stefano de Biase,Stefano de Biase
1761,34234599,Michela,Zilli,Michela Zilli,Michela Zilli
1762,34234599,Gian Luigi,Gigli,Gian Luigi Gigli,Gian Gigli
1763,34234599,Mariarosaria,Valente,Mariarosaria Valente,Mariarosaria Valente
1764,34222374,Lin,Zhang,Lin Zhang,Lin Zhang
1765,34222374,Chenfei,Li,Chenfei Li,Chenfei Li
1766,34222374,Liting,Yang,Liting Yang,Liting Yang
1767,34222374,Gabriel Komla,Adzika,Gabriel Komla Adzika,Gabriel Adzika
1768,34222374,Jeremiah Ong'achwa,Machuki,Jeremiah Ong'achwa Machuki,Jeremiah Machuki
1769,34222374,Mingjin,Shi,Mingjin Shi,Mingjin Shi
1770,34222374,Qi,Sun,Qi Sun,Qi Sun
1771,34222374,Hong,Sun,Hong Sun,Hong Sun
1772,34127003,Jon,Unosson,Jon Unosson,Jon Unosson
1773,34127003,Mikael,Kabéle,Mikael Kabéle,Mikael Kabéle
1774,34127003,Christoffer,Boman,Christoffer Boman,Christoffer Boman
1775,34127003,Robin,Nyström,Robin Nyström,Robin Nyström
1776,34127003,Ioannis,Sadiktsis,Ioannis Sadiktsis,Ioannis Sadiktsis
1777,34127003,Roger,Westerholm,Roger Westerholm,Roger Westerholm
1778,34127003,Ian S,Mudway,Ian S Mudway,Ian Mudway
1779,34127003,Esme,Purdie,Esme Purdie,Esme Purdie
1780,34127003,Jennifer,Raftis,Jennifer Raftis,Jennifer Raftis
1781,34127003,Mark R,Miller,Mark R Miller,Mark Miller
1782,34127003,Nicholas L,Mills,Nicholas L Mills,Nicholas Mills
1783,34127003,David E,Newby,David E Newby,David Newby
1784,34127003,Anders,Blomberg,Anders Blomberg,Anders Blomberg
1785,34127003,Thomas,Sandström,Thomas Sandström,Thomas Sandström
1786,34127003,Jenny A,Bosson,Jenny A Bosson,Jenny Bosson
1787,34120629,Akshay,Varghese,Akshay Varghese,Akshay Varghese
1788,34120629,Terri,Paul,Terri Paul,Terri Paul
1789,34120629,Harold,Kim,Harold Kim,Harold Kim
1790,34120629,Stan,Van Uum,Stan Van Uum,Stan Van Uum
1791,34120629,Peter,Vadas,Peter Vadas,Peter Vadas
1792,34120629,Alescia,Azzola,Alescia Azzola,Alescia Azzola
1794,33711394,Regina E,Konst,Regina E Konst,Regina Konst
1795,33711394,Peter,Damman,Peter Damman,Peter Damman
1796,33711394,Dario,Pellegrini,Dario Pellegrini,Dario Pellegrini
1797,33711394,Mariëlle J,Hartzema-Meijer,Mariëlle J Hartzema-Meijer,Mariëlle Hartzema-Meijer
1798,33711394,Bas J C,van Uden,Bas J C van Uden,Bas van Uden
1799,33711394,Tijn P J,Jansen,Tijn P J Jansen,Tijn Jansen
1800,33711394,Judith,Brandsma,Judith Brandsma,Judith Brandsma
1801,33711394,Priya,Vart,Priya Vart,Priya Vart
1802,33711394,Helmut,Gehlmann,Helmut Gehlmann,Helmut Gehlmann
1803,33711394,Angela H E M,Maas,Angela H E M Maas,Angela Maas
1804,33711394,Niels,van Royen,Niels van Royen,Niels van Royen
1805,33711394,Suzette E,Elias-Smale,Suzette E Elias-Smale,Suzette Elias-Smale
1806,33575860,Michelle,Peate,Michelle Peate,Michelle Peate
1807,33575860,Christobel,Saunders,Christobel Saunders,Christobel Saunders
1808,33575860,Paul,Cohen,Paul Cohen,Paul Cohen
1809,33575860,Martha,Hickey,Martha Hickey,Martha Hickey
1810,33560461,Andrew R,Steele,Andrew R Steele,Andrew Steele
1811,33560461,Lindsey F,Berthelsen,Lindsey F Berthelsen,Lindsey Berthelsen
1812,33560461,Graham M,Fraser,Graham M Fraser,Graham Fraser
1813,33560461,Devin B,Phillips,Devin B Phillips,Devin Phillips
1814,33560461,Desi P,Fuhr,Desi P Fuhr,Desi Fuhr
1815,33560461,Eric Y L,Wong,Eric Y L Wong,Eric Wong
1816,33560461,Michael K,Stickland,Michael K Stickland,Michael Stickland
1817,33560461,Craig D,Steinback,Craig D Steinback,Craig Steinback
1818,33515404,N,Beullens,N Beullens,N Beullens
1819,33515404,G,Tourlamain,G Tourlamain,G Tourlamain
1820,33515404,L,Vallaeys,L Vallaeys,L Vallaeys
1821,33515404,F,Roelens,F Roelens,F Roelens
1822,33515404,M,D'Hooghe,M D'Hooghe,M D'Hooghe
1824,33253056,Daniela,Laudisio,Daniela Laudisio,Daniela Laudisio
1825,33253056,Luigi,Barrea,Luigi Barrea,Luigi Barrea
1826,33253056,Gabriella,Pugliese,Gabriella Pugliese,Gabriella Pugliese
1827,33253056,Sara,Aprano,Sara Aprano,Sara Aprano
1828,33253056,Bianca,Castellucci,Bianca Castellucci,Bianca Castellucci
1829,33253056,Silvia,Savastano,Silvia Savastano,Silvia Savastano
1830,33253056,Annamaria,Colao,Annamaria Colao,Annamaria Colao
1831,33253056,Giovanna,Muscogiuri,Giovanna Muscogiuri,Giovanna Muscogiuri
1832,34122604,Ye,Zhu,Ye Zhu,Ye Zhu
1833,34122604,Xin,Yang,Xin Yang,Xin Yang
1834,34122604,Xiangling,Fan,Xiangling Fan,Xiangling Fan
1835,34122604,Yange,Sun,Yange Sun,Yange Sun
1836,34122604,Cheng,Tan,Cheng Tan,Cheng Tan
1837,34122604,Yanjie,Wang,Yanjie Wang,Yanjie Wang
1838,34122604,Wei,Zhu,Wei Zhu,Wei Zhu
1839,34122604,Dandan,Ren,Dandan Ren,Dandan Ren
1840,34122314,Timo,Siepmann,Timo Siepmann,Timo Siepmann
1841,34122314,Paulin,Ohle,Paulin Ohle,Paulin Ohle
1842,34122314,Annahita,Sedghi,Annahita Sedghi,Annahita Sedghi
1843,34122314,Erik,Simon,Erik Simon,Erik Simon
1844,34122314,Martin,Arndt,Martin Arndt,Martin Arndt
1845,34122314,Lars-Peder,Pallesen,Lars-Peder Pallesen,Lars-Peder Pallesen
1846,34122314,Gerhard,Ritschel,Gerhard Ritschel,Gerhard Ritschel
1847,34122314,Jessica,Barlinn,Jessica Barlinn,Jessica Barlinn
1848,34122314,Heinz,Reichmann,Heinz Reichmann,Heinz Reichmann
1849,34122314,Volker,Puetz,Volker Puetz,Volker Puetz
1850,34122314,Kristian,Barlinn,Kristian Barlinn,Kristian Barlinn
1851,34063769,Anastasia A,Shvetsova,Anastasia A Shvetsova,Anastasia Shvetsova
1852,34063769,Dina K,Gaynullina,Dina K Gaynullina,Dina Gaynullina
1853,34063769,Olga S,Tarasova,Olga S Tarasova,Olga Tarasova
1854,34063769,Rudolf,Schubert,Rudolf Schubert,Rudolf Schubert
1855,34063473,Hanif,Krabbe,Hanif Krabbe,Hanif Krabbe
1856,34063473,Sergej,Klassen,Sergej Klassen,Sergej Klassen
1857,34063473,Johannes,Bleidorn,Johannes Bleidorn,Johannes Bleidorn
1858,34063473,Michael J,Jacobs,Michael J Jacobs,Michael Jacobs
1859,34063473,Julia,Krabbe,Julia Krabbe,Julia Krabbe
1860,34063473,Aaron,Babendreyer,Aaron Babendreyer,Aaron Babendreyer
1861,34063473,Christian,Martin,Christian Martin,Christian Martin
1862,34039103,Se Hee,Min,Se Hee Min,Se Min
1863,34039103,Sharron L,Docherty,Sharron L Docherty,Sharron Docherty
1864,34039103,Eun-Ok,Im,Eun-Ok Im,Eun-Ok Im
1865,34039103,Qing,Yang,Qing Yang,Qing Yang
1866,34033601,Haruka,Enomoto,Haruka Enomoto,Haruka Enomoto
1867,34033601,Masakazu,Terauchi,Masakazu Terauchi,Masakazu Terauchi
1868,34033601,Tamami,Odai,Tamami Odai,Tamami Odai
1869,34033601,Kiyoko,Kato,Kiyoko Kato,Kiyoko Kato
1870,34033601,Makoto,Iizuka,Makoto Iizuka,Makoto Iizuka
1871,34033601,Mihoko,Akiyoshi,Mihoko Akiyoshi,Mihoko Akiyoshi
1872,34033601,Naoyuki,Miyasaka,Naoyuki Miyasaka,Naoyuki Miyasaka
1873,34010936,Haruka,Enomoto,Haruka Enomoto,Haruka Enomoto
1874,34010936,Masakazu,Terauchi,Masakazu Terauchi,Masakazu Terauchi
1875,34010936,Tamami,Odai,Tamami Odai,Tamami Odai
1876,34010936,Kiyoko,Kato,Kiyoko Kato,Kiyoko Kato
1877,34010936,Makoto,Iizuka,Makoto Iizuka,Makoto Iizuka
1878,34010936,Mihoko,Akiyoshi,Mihoko Akiyoshi,Mihoko Akiyoshi
1879,34010936,Naoyuki,Miyasaka,Naoyuki Miyasaka,Naoyuki Miyasaka
1880,33980159,Andreas M,Weng,Andreas M Weng,Andreas Weng
1881,33980159,Herbert,Köstler,Herbert Köstler,Herbert Köstler
1882,33980159,Thorsten A,Bley,Thorsten A Bley,Thorsten Bley
1883,33980159,Christian O,Ritter,Christian O Ritter,Christian Ritter
1884,33973543,Pluvio J,Coronado,Pluvio J Coronado,Pluvio Coronado
1885,33973543,Manuel,Monroy,Manuel Monroy,Manuel Monroy
1886,33973543,María,Fasero,María Fasero,María Fasero
1887,33973543,Laura,Baquedano,Laura Baquedano,Laura Baquedano
1888,33973543,Nicolás,Mendoza,Nicolás Mendoza,Nicolás Mendoza
1889,33973543,Plácido,Llaneza,Plácido Llaneza,Plácido Llaneza
1890,33973543,Javier,Rejas,Javier Rejas,Javier Rejas
1891,33973543,Miguel A,Ruiz,Miguel A Ruiz,Miguel Ruiz
1892,33962922,Himmat Singh,Brar,Himmat Singh Brar,Himmat Brar
1893,33962922,Rachana,Marathi,Rachana Marathi,Rachana Marathi
1894,33840610,L,Maitrot-Mantelet,L Maitrot-Mantelet,L Maitrot-Mantelet
1895,33840610,S,Perol,S Perol,S Perol
1896,33840610,G,Plu-Bureau,G Plu-Bureau,G Plu-Bureau
1897,33774321,Di,Li,Di Li,Di Li
1898,33774321,Qing,Wu,Qing Wu,Qing Wu
1899,33774321,Yongqing,Tong,Yongqing Tong,Yongqing Tong
1900,33774321,Hongyun,Zheng,Hongyun Zheng,Hongyun Zheng
1901,33774321,Yan,Li,Yan Li,Yan Li
1902,33439278,Kim,Pauwaert,Kim Pauwaert,Kim Pauwaert
1903,33439278,An-Sofie,Goessaert,An-Sofie Goessaert,An-Sofie Goessaert
1904,33439278,Lynn,Ghijselings,Lynn Ghijselings,Lynn Ghijselings
1905,33439278,Thomas F,Monaghan,Thomas F Monaghan,Thomas Monaghan
1906,33439278,Herman,Depypere,Herman Depypere,Herman Depypere
1907,33439278,Karel,Everaert,Karel Everaert,Karel Everaert
1909,34277982,Radzi M,Noh,Radzi M Noh,Radzi Noh
1910,34277982,Alex J,Graveling,Alex J Graveling,Alex Graveling
1911,34277982,Ninian N,Lang,Ninian N Lang,Ninian Lang
1912,34277982,Audrey C,White,Audrey C White,Audrey White
1913,34277982,Kuan K,Lee,Kuan K Lee,Kuan Lee
1914,34277982,Nicholas L,Mills,Nicholas L Mills,Nicholas Mills
1915,34277982,David E,Newby,David E Newby,David Newby
1916,34277982,Chim C,Lang,Chim C Lang,Chim Lang
1917,34277982,Brian M,Frier,Brian M Frier,Brian Frier
1918,34059122,Ying,Sheng,Ying Sheng,Ying Sheng
1919,34059122,Janet S,Carpenter,Janet S Carpenter,Janet Carpenter
1920,34059122,Charles D,Elomba,Charles D Elomba,Charles Elomba
1921,34059122,Jennifer S,Alwine,Jennifer S Alwine,Jennifer Alwine
1922,34059122,Min,Yue,Min Yue,Min Yue
1923,34059122,Caitlin A,Pike,Caitlin A Pike,Caitlin Pike
1924,34059122,Chen X,Chen,Chen X Chen,Chen Chen
1925,34059122,James E,Tisdale,James E Tisdale,James Tisdale
1926,34026896,Lisa,Smart,Lisa Smart,Lisa Smart
1927,34026896,Dez,Hughes,Dez Hughes,Dez Hughes
1928,34006264,Majid,Barati,Majid Barati,Majid Barati
1929,34006264,Hakimeh,Akbari-Heidari,Hakimeh Akbari-Heidari,Hakimeh Akbari-Heidari
1930,34006264,Elham,Samadi-Yaghin,Elham Samadi-Yaghin,Elham Samadi-Yaghin
1931,34006264,Ensiyeh,Jenabi,Ensiyeh Jenabi,Ensiyeh Jenabi
1932,34006264,Hanieh,Jormand,Hanieh Jormand,Hanieh Jormand
1933,34006264,Naser,Kamyari,Naser Kamyari,Naser Kamyari
1934,33986451,Bartłomiej,Paleczny,Bartłomiej Paleczny,Bartłomiej Paleczny
1935,33986451,Rafał,Seredyński,Rafał Seredyński,Rafał Seredyński
1936,33986451,Małgorzata,Wyciszkiewicz,Małgorzata Wyciszkiewicz,Małgorzata Wyciszkiewicz
1937,33986451,Adrianna,Nowicka-Czudak,Adrianna Nowicka-Czudak,Adrianna Nowicka-Czudak
1938,33986451,Wojciech,Łopusiewicz,Wojciech Łopusiewicz,Wojciech Łopusiewicz
1939,33986451,Dorota,Adamiec,Dorota Adamiec,Dorota Adamiec
1940,33986451,Szczepan,Wiecha,Szczepan Wiecha,Szczepan Wiecha
1941,33986451,Dariusz,Mroczek,Dariusz Mroczek,Dariusz Mroczek
1942,33986451,Paweł,Chmura,Paweł Chmura,Paweł Chmura
1943,33986451,Marek,Konefał,Marek Konefał,Marek Konefał
1944,33986451,Krzysztof,Maćkała,Krzysztof Maćkała,Krzysztof Maćkała
1945,33986451,Krystyna,Chromik,Krystyna Chromik,Krystyna Chromik
1946,33986451,Damian,Pawlik,Damian Pawlik,Damian Pawlik
1947,33986451,Marcin,Andrzejewski,Marcin Andrzejewski,Marcin Andrzejewski
